x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.26978808641433716,0.5120134353637695,3.257768810271955e-07,0.2768375873565674,0.4401102066040039,-0.0072846729308366776,0.2693314850330353,0.39219480752944946,-0.018902145326137543,0.2614952325820923,0.3417702913284302,-0.03136854246258736,0.26782894134521484,0.29516422748565674,-0.0452556349337101,0.1821172684431076,0.41018325090408325,-0.018685603514313698,0.1340445727109909,0.37732648849487305,-0.028797591105103493,0.1021929457783699,0.36011165380477905,-0.0349273756146431,0.07787613570690155,0.34969842433929443,-0.03971780091524124,0.1590692698955536,0.453616201877594,-0.02272115834057331,0.0950348973274231,0.43401336669921875,-0.031161362305283546,0.05685315281152725,0.4278303384780884,-0.034431811422109604,0.02803124487400055,0.4248908758163452,-0.03752334043383598,0.14998513460159302,0.5012149810791016,-0.02705802395939827,0.08519773185253143,0.4943457245826721,-0.037631649523973465,0.04537054896354675,0.49214914441108704,-0.0437266007065773,0.01446521282196045,0.4915989935398102,-0.04782604053616524,0.1513231247663498,0.5447883605957031,-0.03133833780884743,0.09806682169437408,0.5581868886947632,-0.04235869273543358,0.06633144617080688,0.5694864392280579,-0.046189144253730774,0.04011465609073639,0.5777468085289001,-0.04777633771300316,left
0.28159207105636597,0.4617898762226105,3.0446020105046046e-07,0.2871004343032837,0.3975261449813843,-0.0066261435858905315,0.2776123583316803,0.34824138879776,-0.017553163692355156,0.2711174488067627,0.29873690009117126,-0.02911355160176754,0.27981242537498474,0.25713101029396057,-0.0423939973115921,0.19131799042224884,0.3628777265548706,-0.020498620346188545,0.14326272904872894,0.3339633643627167,-0.03072008118033409,0.11359571665525436,0.31643176078796387,-0.037509508430957794,0.0893840417265892,0.3028496503829956,-0.04337356239557266,0.1679966002702713,0.402970552444458,-0.025840461254119873,0.10423973202705383,0.38239604234695435,-0.036163680255413055,0.0658455565571785,0.37343230843544006,-0.042122699320316315,0.03723174333572388,0.3672265410423279,-0.04739433526992798,0.15864257514476776,0.44914138317108154,-0.031238675117492676,0.09241000562906265,0.4391973316669464,-0.04367709904909134,0.05056352913379669,0.4352458715438843,-0.05442538484930992,0.017744556069374084,0.4320187568664551,-0.06201304867863655,0.15994875133037567,0.4933620095252991,-0.03622319921851158,0.10436038672924042,0.5067076086997986,-0.04997170343995094,0.07024002075195312,0.5182201862335205,-0.057955577969551086,0.04128611087799072,0.5259360074996948,-0.0629381313920021,left
0.3051682710647583,0.3236747682094574,2.427080119105085e-07,0.3079199194908142,0.2648851275444031,0.012276978231966496,0.2977439761161804,0.22758802771568298,0.015375219285488129,0.2893310785293579,0.1933082491159439,0.016121214255690575,0.2975770831108093,0.15614216029644012,0.01443154364824295,0.21100075542926788,0.2423246204853058,0.003100103233009577,0.16347050666809082,0.21708625555038452,0.001086847740225494,0.1338139772415161,0.2021861970424652,0.0001982099493034184,0.1098485067486763,0.19063857197761536,-0.0012306957505643368,0.18818774819374084,0.2744123041629791,-0.006407770793884993,0.12046027928590775,0.26034966111183167,-0.008681654930114746,0.0785558670759201,0.256502628326416,-0.010958969593048096,0.047977060079574585,0.25290530920028687,-0.013072971254587173,0.18006566166877747,0.3152709901332855,-0.014736365526914597,0.11104292422533035,0.31125253438949585,-0.0224230345338583,0.06950327754020691,0.3100571632385254,-0.03344152122735977,0.038143932819366455,0.30879491567611694,-0.04032953083515167,0.18338201940059662,0.3586471676826477,-0.020490650087594986,0.12466101348400116,0.3762887716293335,-0.03337898105382919,0.0913500264286995,0.3871923089027405,-0.042339716106653214,0.06308254599571228,0.3937435746192932,-0.047099143266677856,left
0.2894432544708252,0.26167044043540955,-8.815209184831474e-08,0.29046422243118286,0.21814443171024323,0.034004438668489456,0.28033843636512756,0.1929331123828888,0.05207059904932976,0.27441006898880005,0.1732151210308075,0.06556647270917892,0.28400248289108276,0.14161494374275208,0.0767672061920166,0.20427441596984863,0.20772530138492584,0.02491777390241623,0.1593608260154724,0.20009025931358337,0.030241619795560837,0.13161742687225342,0.19533447921276093,0.0358317606151104,0.11033160984516144,0.1908225417137146,0.0390344113111496,0.18740516901016235,0.23229891061782837,0.0100123081356287,0.12266774475574493,0.2339334785938263,0.011319446377456188,0.08819174021482468,0.23811765015125275,0.015396691858768463,0.063536137342453,0.23938623070716858,0.018534237518906593,0.18068651854991913,0.26548075675964355,-0.002641440136358142,0.11302036046981812,0.27377447485923767,-0.008510763756930828,0.07462937384843826,0.28273916244506836,-0.015571754425764084,0.044457077980041504,0.28895121812820435,-0.01881488598883152,0.18105922639369965,0.30328911542892456,-0.01051986962556839,0.12454704940319061,0.3240167498588562,-0.022310558706521988,0.09333419054746628,0.3372448682785034,-0.031204575672745705,0.06688006222248077,0.3473484516143799,-0.036239732056856155,left
0.27946406602859497,0.21533256769180298,3.066672888962785e-07,0.28395020961761475,0.15413759648799896,0.0018950700759887695,0.2756616473197937,0.1094977855682373,-0.0036267852410674095,0.27077627182006836,0.06730781495571136,-0.010866593569517136,0.28069445490837097,0.024749726057052612,-0.02007073350250721,0.19667987525463104,0.12071999907493591,-0.00951723288744688,0.1489354819059372,0.09256462007761002,-0.01602845825254917,0.11856156587600708,0.07780512422323227,-0.020289404317736626,0.09370365738868713,0.0673355683684349,-0.024236688390374184,0.17457866668701172,0.15440799295902252,-0.015597021207213402,0.11728810518980026,0.13517814874649048,-0.020906934514641762,0.0801098495721817,0.12942512333393097,-0.025025762617588043,0.052881285548210144,0.12535662949085236,-0.028921544551849365,0.16498355567455292,0.19596365094184875,-0.021098677068948746,0.10488833487033844,0.18890556693077087,-0.028585081920027733,0.0666736289858818,0.1875278651714325,-0.038508787751197815,0.03790061175823212,0.1860332190990448,-0.04572509601712227,0.16526365280151367,0.2367452085018158,-0.025480138137936592,0.11815153062343597,0.25304126739501953,-0.03601442277431488,0.08806473016738892,0.26720771193504333,-0.0436963215470314,0.062098801136016846,0.27739182114601135,-0.048253387212753296,left
0.2696077227592468,0.2197275161743164,2.3239114455009258e-07,0.27542078495025635,0.1552700400352478,0.006989979650825262,0.26802879571914673,0.11222551017999649,0.00507269287481904,0.26364338397979736,0.07275053858757019,0.0009686784469522536,0.2737906575202942,0.03478873521089554,-0.00551859475672245,0.18896792829036713,0.12158242613077164,-0.008974446915090084,0.1381653994321823,0.09119866043329239,-0.016958486288785934,0.10530591756105423,0.07418251037597656,-0.022244755178689957,0.07904127985239029,0.062089189887046814,-0.026390692219138145,0.1661834716796875,0.15713103115558624,-0.0163596011698246,0.103498674929142,0.1376047134399414,-0.021484673023223877,0.06446009129285812,0.13224928081035614,-0.02455088309943676,0.036003559827804565,0.13020212948322296,-0.027704177424311638,0.15630346536636353,0.19878780841827393,-0.022579394280910492,0.09436344355344772,0.1947331577539444,-0.02869117073714733,0.05644034594297409,0.1921522319316864,-0.03606753051280975,0.028220295906066895,0.1899758279323578,-0.04166669771075249,0.1563086062669754,0.23892703652381897,-0.027344854548573494,0.10664200037717819,0.2562922537326813,-0.03659459948539734,0.07615727186203003,0.2680010199546814,-0.042309876531362534,0.05048049986362457,0.2744922637939453,-0.04537837952375412,left
0.26074615120887756,0.2889072895050049,2.690267706384475e-07,0.264290988445282,0.22954607009887695,-0.0013764554169028997,0.25517719984054565,0.18716959655284882,-0.007387783844023943,0.2504725456237793,0.14904171228408813,-0.015063546597957611,0.2547815442085266,0.11386357247829437,-0.024637259542942047,0.1745734065771103,0.20310713350772858,-0.012119012884795666,0.13136261701583862,0.18095777928829193,-0.02114870212972164,0.10291900485754013,0.16608409583568573,-0.02871415764093399,0.0783371701836586,0.15518712997436523,-0.03514214605093002,0.1532764732837677,0.2384011447429657,-0.01865372434258461,0.09328819811344147,0.22899293899536133,-0.025698846206068993,0.05633755773305893,0.22484782338142395,-0.031693752855062485,0.027334854006767273,0.22337345778942108,-0.03752634674310684,0.14547297358512878,0.279384583234787,-0.025098014622926712,0.08432701975107193,0.28004831075668335,-0.0354258231818676,0.04660496860742569,0.2831633985042572,-0.04599740356206894,0.016758248209953308,0.2877085506916046,-0.053650692105293274,0.14849530160427094,0.32001325488090515,-0.030750343576073647,0.10002710670232773,0.3405765891075134,-0.0442001149058342,0.07209406048059464,0.35817956924438477,-0.05164720490574837,0.04867696017026901,0.3733464181423187,-0.05594296008348465,left
0.2679643929004669,0.5002049207687378,2.3757583278438688e-07,0.2739565968513489,0.4358960688114166,0.002216892782598734,0.2633998394012451,0.39279523491859436,-0.0021730319131165743,0.2552489936351776,0.35381144285202026,-0.00848239753395319,0.2623060643672943,0.3142414689064026,-0.016359180212020874,0.18209590017795563,0.4108428657054901,-0.006482841446995735,0.13623672723770142,0.386188805103302,-0.011378242634236813,0.10560576617717743,0.37344056367874146,-0.014040408656001091,0.08123038709163666,0.36578091979026794,-0.017066946253180504,0.15927676856517792,0.44644084572792053,-0.01393061876296997,0.0973164513707161,0.4324754476547241,-0.018647050485014915,0.06052791327238083,0.431143194437027,-0.02120155282318592,0.033725351095199585,0.4314243793487549,-0.023829177021980286,0.1487458050251007,0.48877882957458496,-0.021117987111210823,0.08508153259754181,0.4856305420398712,-0.029075738042593002,0.045965589582920074,0.4871089458465576,-0.03739210590720177,0.015931203961372375,0.4883002042770386,-0.04322772100567818,0.147862046957016,0.531374990940094,-0.027194317430257797,0.0960511639714241,0.5512135624885559,-0.03670741990208626,0.06467369943857193,0.5643454194068909,-0.04211793094873428,0.03902120888233185,0.572690486907959,-0.04538888484239578,left
0.2634386420249939,0.6984866857528687,2.9051864203211153e-07,0.2919125556945801,0.6281324028968811,-0.006215043365955353,0.30343911051750183,0.5662825703620911,-0.014074405655264854,0.3101882338523865,0.5073111653327942,-0.023422107100486755,0.32305067777633667,0.4632255733013153,-0.034157101064920425,0.2210303694009781,0.5383821725845337,-0.009450105018913746,0.19684436917304993,0.4773295521736145,-0.0142380865290761,0.1795610785484314,0.4444902241230011,-0.018232334405183792,0.1653451919555664,0.42211538553237915,-0.022231880575418472,0.18589690327644348,0.5662463903427124,-0.013156778179109097,0.14633479714393616,0.5123869180679321,-0.014764384366571903,0.12200634926557541,0.4872007369995117,-0.016543246805667877,0.10404665768146515,0.4718606770038605,-0.01973661780357361,0.16289009153842926,0.6067302227020264,-0.017623206600546837,0.11483582854270935,0.5628007650375366,-0.023100832477211952,0.08511518687009811,0.5406559109687805,-0.02972142957150936,0.06145209074020386,0.5237540006637573,-0.035989634692668915,0.15067067742347717,0.6507930755615234,-0.022213393822312355,0.10680560022592545,0.6400861740112305,-0.031243888661265373,0.07801394164562225,0.6347897052764893,-0.03663646802306175,0.05330495536327362,0.6296215653419495,-0.04021845757961273,left
0.2710292935371399,0.8548185229301453,3.019949019744672e-07,0.29195329546928406,0.7767314314842224,-0.008536521345376968,0.2937236428260803,0.709687352180481,-0.016498273238539696,0.2913246154785156,0.6472790837287903,-0.02521228790283203,0.29897424578666687,0.5973825454711914,-0.034659069031476974,0.2151806503534317,0.7003709077835083,-0.007819115184247494,0.18551421165466309,0.648198664188385,-0.011754884384572506,0.16505643725395203,0.6203166246414185,-0.016012003645300865,0.14839118719100952,0.6022636890411377,-0.020342128351330757,0.18389587104320526,0.7378107309341431,-0.00965396873652935,0.14139893651008606,0.6915892362594604,-0.010271189734339714,0.11557848006486893,0.670766294002533,-0.01195017620921135,0.09533783048391342,0.6592962145805359,-0.015377352014183998,0.16543251276016235,0.7820850014686584,-0.012679127976298332,0.11912491172552109,0.7505048513412476,-0.017428724095225334,0.0893421396613121,0.7351596355438232,-0.023752737790346146,0.06438098847866058,0.7240017652511597,-0.030137302353978157,0.15745991468429565,0.8244783878326416,-0.01627143658697605,0.11320633441209793,0.822074830532074,-0.025209719315171242,0.08518856763839722,0.8279149532318115,-0.030921828001737595,0.06024910509586334,0.8330938816070557,-0.03493591025471687,left
